,Date,Open,High,Low,Close,Adj Close,Volume
1171,2009-10-16,10276.400391,10290.30957,10216.139648,10257.55957,10257.55957,152400.0
1172,2009-10-19,10179.459961,10264.44043,10125.330078,10236.509766,10236.509766,139600.0
1173,2009-10-20,10329.299805,10357.589844,10307.589844,10336.839844,10336.839844,139200.0
1174,2009-10-21,10292.389648,10350.450195,10292.389648,10333.389648,10333.389648,133400.0
1175,2009-10-22,10251.089844,10274.610352,10159.660156,10267.169922,10267.169922,154400.0
1176,2009-10-23,10335.339844,10364.169922,10271.709961,10282.990234,10282.990234,146800.0
1177,2009-10-26,10271.839844,10397.69043,10250.839844,10362.620117,10362.620117,127600.0
1178,2009-10-27,10283.459961,10290.919922,10201.929688,10212.459961,10212.459961,143300.0
1179,2009-10-28,10182.139648,10209.200195,10060.389648,10075.049805,10075.049805,134900.0
1180,2009-10-29,9941.570313,9945.410156,9850.120117,9891.099609,9891.099609,203800.0
1181,2009-10-30,10006.839844,10049.589844,9984.330078,10034.740234,10034.740234,145600.0
1182,2009-11-02,9903.769531,9904.610352,9736.139648,9802.950195,9802.950195,128500.0
1183,2009-11-04,9785.280273,9845.0,9767.910156,9844.30957,9844.30957,119300.0
1184,2009-11-05,9803.5,9825.820313,9691.69043,9717.44043,9717.44043,147100.0
1185,2009-11-06,9812.730469,9849.719727,9767.0,9789.349609,9789.349609,141500.0
1186,2009-11-09,9777.639648,9845.900391,9731.589844,9808.990234,9808.990234,117600.0
1187,2009-11-10,9904.679688,9979.459961,9857.099609,9870.730469,9870.730469,130400.0
1188,2009-11-11,9890.179688,9949.709961,9849.990234,9871.679688,9871.679688,122700.0
1189,2009-11-12,9921.450195,9943.570313,9788.490234,9804.490234,9804.490234,123600.0
1190,2009-11-13,9793.19043,9805.200195,9719.379883,9770.30957,9770.30957,122900.0
1191,2009-11-16,9784.139648,9802.530273,9725.80957,9791.179688,9791.179688,140800.0
1192,2009-11-17,9834.580078,9847.639648,9715.280273,9729.929688,9729.929688,138700.0
1193,2009-11-18,9723.230469,9788.80957,9631.830078,9676.799805,9676.799805,170600.0
1194,2009-11-19,9691.860352,9691.860352,9496.070313,9549.469727,9549.469727,203000.0
1195,2009-11-20,9460.209961,9513.599609,9423.660156,9497.679688,9497.679688,163200.0
1196,2009-11-24,9511.0,9511.0,9397.790039,9401.580078,9401.580078,136500.0
1197,2009-11-25,9381.900391,9453.700195,9366.330078,9441.639648,9441.639648,145200.0
1198,2009-11-26,9354.799805,9457.240234,9324.990234,9383.240234,9383.240234,146600.0
1199,2009-11-27,9257.200195,9257.200195,9076.410156,9081.519531,9081.519531,176400.0
1200,2009-11-30,9189.169922,9353.740234,9162.179688,9345.549805,9345.549805,185700.0
1201,2009-12-01,9281.820313,9572.200195,9233.200195,9572.200195,9572.200195,212800.0
1202,2009-12-02,9551.790039,9643.320313,9514.150391,9608.94043,9608.94043,167300.0
1203,2009-12-03,9707.019531,9977.669922,9707.019531,9977.669922,9977.669922,192000.0
1204,2009-12-04,10019.240234,10022.589844,9902.830078,10022.589844,10022.589844,180000.0
1205,2009-12-07,10131.900391,10204.580078,10106.30957,10167.599609,10167.599609,164300.0
1206,2009-12-08,10079.80957,10149.320313,10079.80957,10140.469727,10140.469727,150000.0
